CODIGOEAN13,Tipo,Nom_Prod,Concent,Nom_Form_Farm,Nom_Form_Farm_Simplif,Presentac,Fracciones,Fec_Vcto_Reg_Sanitario,Num_RegSan,Nom_Titular
14452,13,OXITOCINA,10UI/mL,Solución para Inyección,Inyectable,Caja Amp.,100,3/25/2014,EG6149,ESKE
15735,13,LORATADINA,10mg,Tableta,Tableta,Caja Tab.,30,9/12/2011,NG5069,LA VICTORIA
15736,13,FLUCONAZOL,150mg,Cápsula,Capsula,Caja Cap.,4,9/15/2011,NG5074,LA VICTORIA
15739,13,OMEPRAZOL,20mg,Cápsula,Capsula,Caja Cap.,20,6/13/2012,NG5355,LA VICTORIA
18372,13,FINEX,250mg,Comprimido,Tableta,Caja Comp.,14,10/22/2011,E14186,FARMAVAL
132093,13,BICARBONATO DE SODIO,,Polvo para Suspensión Oral,Suspension,Caja X 100 g,1,7/19/2011,NG2888,LA VICTORIA
390002,13,NASTERIL,5mg,Comprimido Recubierto,Tableta,Caja Comp.,30,3/26/2012,E14500,TECNOFARMA
1360004,13,ADENEX,5mg,Comprimido,Tableta,Caja Comp.,30,10/19/2009,E12245,TECNOFARMA
2770098,13,TRAVATAN,0.00%,Solución Oftálmica,Solucion Oftalmica,Fco. Got. X 2.5 mL,1,5/23/2011,E13878,ALCON
3186620,13,SRILANE CREMA,5%,Crema,Crema,Tubo X 60 g,1,6/27/2011,E18533,MERCK PERUANA
3418970,13,ATRICAN,250mg,Cápsula,Capsula,Caja Cap.,8,5/23/2012,E14657,QUILAB
4190189,13,CLOXIPOL,1%,Crema,Crema,Tubo X 20 g,1,3/23/2015,N21656,LA VICTORIA
4190486,13,HISTAFED,4mg,Comprimido,Tableta,Caja Comp.,20,3/27/2010,E12759,LA VICTORIA
4191087,13,XINTUS -,15mg/5mL,Jarabe,Solucion,Fco. X 100 mL,1,3/8/2010,N21613,LA VICTORIA
4191384,13,PALDIX FORTE,800mg+160mg,Tableta,Tableta,Caja Tab.,10,10/20/2015,N22052,LA VICTORIA
4192466,13,MULTAMIN C MULTISABOR,,Comprimido,Tableta,Caja Disp. Comp.,96,12/30/2009,E12469,LA VICTORIA
4192626,13,PALDIX FORTE,800mg+160mg,Tableta,Tableta,Caja Tab.,100,10/20/2015,N22052,LA VICTORIA
4192749,13,ANTIHEMORROIDAL,,Crema,Crema,Caja Tbo. X 30 g,1,3/13/2013,E15352,LA VICTORIA
5255078,13,AMBROXOL,15mg/5mL,Jarabe,Solucion,Fco. X 120 mL,1,1/7/2014,EG6033,FARMINDUSTRIA
5275496,13,ATURAL,50mg/5mL,Inyectable,Inyectable,Amp. X 5 mL,6,4/18/2010,E17262,ROEMMERS
5275892,13,DEXTROSA,33.30%,Solución para Inyección,Inyectable,Amp. X 20 mL,1,8/25/2006,NG516,LUSA
5275953,13,ATROPINA SULFATO,0.25mg/mL,Solución para Inyección,Inyectable,Amp. X 1 mL,1,12/30/2012,NG3587,MEDIFARMA
5275960,13,ATROPINA SULFATO,0.5mg/mL,Solución para Inyección,Inyectable,Amp. X 1 mL,1,11/13/2011,NG1522,MEDIFARMA
5275984,13,RIPTAM,20mg,Polvo para Solución Inyectable,Inyectable,Caja Vial,1,10/19/2010,E8821,TECNOFARMA
5279531,13,FARMORUBICINA,10mg,Polvo para Solución Inyectable,Inyectable,Caja Vial + Amp. X 5 mL,1,8/15/2009,E5453,PFIZER
5279562,13,CYTOSAR,100mg,Polvo para Solución Inyectable,Inyectable,Caja Fco. Amp.,100,4/14/2010,E17252,PFIZER
5279579,13,CYTOSAR,500mg,Polvo Liofilizado para Solución Inyectable,Inyectable,Caja Amp. X 10 mL,1,4/18/2010,E17258,PFIZER
5287383,13,KALIUM,20%,Solución para Inyección,Inyectable,Amp. X 10 mL,1,8/19/2011,N264,LUSA
5287437,13,PLIDAN,5mg/mL,Solución para Inyección,Inyectable,Amp.,100,10/18/2008,N14030,ROEMMERS
5287925,13,TRIMOVAX,,Polvo Liofilizado para Solución Inyectable,Inyectable,Caja Fco. Amp. X 1 Dosis,10,11/30/2013,BE00008,SANOFI
5288069,13,ACICLOVIR,200mg,Tableta,Tableta,Caja Tab.,24,9/20/2011,NG5084,LA VICTORIA
5310449,13,K.H.3.,,Cápsula,Capsula,Caja Cap.,20,12/28/2012,N24172,DEUTSCHE PHARMA
5310562,13,CIPROFLOXACINO,500mg,Tableta,Tableta,Caja Tab.,100,8/22/2010,NG1299,FARMINDUSTRIA
5310715,13,CIPROFLOX,500mg,Tableta,Tableta,Caja Tab.,10,12/26/2011,N16253,INFARMASA
5311101,13,HISTATON,4mg,Tableta,Tableta,Caja Tab.,120,2/25/2010,N21596,LUSA
5311125,13,COMBIVIR,150mg+300mg,Tableta,Tableta,Caja Tab.,60,9/30/2013,E11202,GSK
5311156,13,OXYCONTIN,20mg,Tableta de Liberación Prolongada,Tableta,Caja Comp.,30,11/24/2012,E10489,TECNOFARMA
5311392,13,NICOVEL,,Cápsula Vaginal,Ovulo,Caja Cap.,100,4/21/2007,E10189,BAGO
5311538,13,FELDENE FLASH,20mg,Tableta,Tableta,Caja Tab.,10,8/23/2011,E14113,PFIZER
5311682,13,IBUPROFENO,400mg,Tableta,Tableta,Caja Tab.,100,2/26/2016,NG2639,MEDIFARMA
5311705,13,PARACETAMOL,500mg,Tableta,Tableta,Caja Tab.,100,7/27/2011,NG2895,QUILAB
5311767,13,LAMOTRIGINA,50mg,Tableta,Tableta,Caja Tab.,100,3/28/2015,NG2358,AC FARMA
5311781,13,IBUPROFENO,600mg,Tableta Recubierta,Tableta,Caja Tab.,100,7/7/2009,NG2071,INDUQUIMICA
5312047,13,DIETILESTILBESTROL,1mg,Tableta,Tableta,Caja Tab.,100,6/28/2016,EG3423,PALMAGYAR
5312191,13,METOCLOPRAMIDA,10mg/2mL,Solución para Inyección,Inyectable,Caja Amp.,100,12/2/2013,EG895,SANDERSON
5312290,13,DIAZEPAM,10mg/2mL,Solución para Inyección,Inyectable,Caja Amp. X 2 mL,100,6/11/2012,EG5380,SANDERSON
5312337,13,LOVASTATINA,10mg,Tableta,Tableta,Caja Tab.,100,9/3/2013,NG3926,PORTUGAL
5312580,13,ALBEN,100mg/5mL,Suspensión,Suspension,Fco. X 20 mL,1,5/23/2012,N20226,BIOS PERU
5313051,13,EPINEFRINA,1mg/mL,Solución para Inyección,Inyectable,Caja Amp. X 1 mL,100,12/31/2012,EG2059,SANDERSON
5313303,13,HISTAC,300mg,Tableta,Tableta,Caja Tab.,20,1/31/2010,E12576,RANBAXY-PRP
5313785,13,AMOXICILINA,500mg,Cápsula,Capsula,Caja Cap.,100,1/26/2016,NG0137,MEDIFARMA
5313808,13,ANASTROZOL,1mg,Tableta,Tableta,Caja Tab.,30,10/24/2013,NG4060,INDUQUIMICA
5314058,13,OMEPRAZOL,20mg,Cápsula,Capsula,Caja Cap.,100,2/8/2012,NG3165,INDUQUIMICA
5314607,13,MELOXICAM,15mg,Tableta,Tableta,Caja Tab.,10,12/17/2012,EG5630,GENFAR
5314737,13,ATROPINA SULFATO,0.5mg/mL,Solución para Inyección,Inyectable,Caja Amp. X 1 mL,100,6/4/2012,EG3654,SANDERSON
5340552,13,RANITIDINA,50mg/5mL,Solución para Inyección,Inyectable,Caja Amp.,1,10/13/2010,EG4773,SANDERSON
5340668,13,SUERO FISIOLOGICO,0.90%,Solución para Inyección,Inyectable,Caja Amp. X 20 mL,25,8/11/2013,N12341,MEDIFARMA
5340880,13,CLORURO DE SODIO,0.90%,Solución para Inyección,Inyectable,Bolsa X 1 L,1,9/8/2009,NG2113,MEDIFARMA
5340897,13,DEXTROSA,5%,Solución para Inyección,Inyectable,Fco. X 100 mL,1,1/4/2013,EG689,BAXTER
5341566,13,EPINEFRINA,1mg/mL,Solución para Inyección,Inyectable,Caja Amp. X 1 mL,1,12/31/2012,EG2059,SANDERSON
5341610,13,BICARBONATO DE SODIO,8.40%,Solución para Inyección,Inyectable,Amp. X 20 mL,25,1/30/2013,NG3633,LUSA
5342747,13,LIDOCAINA C/EPINEFRINA,2%,Solución para Inyección,Inyectable,Vial,25,3/11/2009,NG4262,DANY
5342754,13,FARMORUBICINA,50mg,Polvo para Solución Inyectable,Inyectable,Caja Vial,1,8/15/2009,E5452,PFIZER
5342778,13,METOTREXATO,500mg,Solución para Inyección,Inyectable,Caja Vial X 20 mL,1,7/31/2012,EG608,PFIZER
5342785,13,METOTREXATO,50mg/2mL,Solución para Inyección,Inyectable,Caja Vial X 2 mL,1,7/31/2012,EG607,PFIZER
5342822,13,CISPLATINO,50mg/50mL,Solución para Inyección,Inyectable,Caja Vial X 50 mL,1,12/1/2009,EG2747,PALMAGYAR
5343423,13,METAMIZOL,1g/2mL,Solución para Inyección,Inyectable,Caja Amp.,1,7/10/2012,EG2005,SANDERSON
5344246,13,LIDOCAINA,2%,Solución para Inyección,Inyectable,Fco. Amp.,25,6/4/2012,EG3653,TERBOL
5344598,13,XILONEST,2%,Solución para Inyección,Inyectable,Fco Amp. X 20 mL,1,10/11/2012,N11306,MEDIFARMA
5345083,13,MENTOLINA NO TOS EXPECTORANTE,,Jarabe,Solucion,Fco. X 120 mL,1,10/29/2012,N20349,INTRADEVCO
5345489,13,PARACETAMOL,120mg/5mL,Jarabe,Solucion,Fco. X 60 mL,1,7/24/2011,NG271,IQ FARMA
5345694,13,XILONEST SP,2%,Solución para Inyección,Inyectable,Caja Fco. Amp. X 20 mL,1,12/21/2009,N17729,MEDIFARMA
5348749,13,MUCOVAL,30mg/5mL,Jarabe,Solucion,Fco. X 120 mL,1,5/23/2013,N20670,INFERMED
5349173,13,AMOXICILINA,250mg/5mL,Suspensión,Suspension,Fco. X 60 mL,1,6/22/2011,EG5038,FARMINDUSTRIA
5350759,13,CELEBREX,200mg,Cápsula,Capsula,Caja Cap.,10,4/18/2015,E17260,PFIZER
34839966,13,UTROGESTAN,200mg,Cápsula Blanda,Capsula,Caja Cap.,15,4/12/2012,E19308,BIOPAS
75004460,13,LUTRAX,"0,02%",Solución Oftálmica,Solucion Oftalmica,Fco. Got. X 15 mL,1,6/28/2010,E13016,ALCON
77014535,13,CALADRYL CLEAR,,Loción,Locion,Fco. X 100 mL,1,5/8/2010,E12857,JOHNSON&JOHNSON
77500212,13,DOLOMAX,5%,Gel,Gel,Tubo X 20 g,1,8/31/2014,N19342,MEDIFARMA
77500397,13,SULFATO FERROSO,75mg/5mL,Jarabe,Solucion,Fco. X 180 mL,1,12/10/2014,NG2220,IQ FARMA
77500519,13,RIFAMPICINA,100mg/5mL,Solución,Solucion,Fco. X 60 mL,1,2/25/2015,NG4598,IQ FARMA
77500526,13,NOTIZOL,,Crema,Crema,Tubo X 20 g,1,11/6/2009,N19415,IQ FARMA
77500533,13,TRIAMCINOLONA,0.03%,Loción,Locion,Fco. X 60 mL,1,8/28/2010,NG2466,IQ FARMA
77503954,13,GRAVOL 1,50mg/mL,Inyectable,Inyectable,Caja Amp. X 1 mL,3,7/17/2013,N20756,MEDIFARMA
77503961,13,GRAVOL,12.5mg/mL,Gotas,Solucion,Fco. Got. X 10 mL,1,4/23/2013,N20640,MEDIFARMA
77505316,13,RIGAMINOL,80mg/2mL,Solución para Inyección,Inyectable,Amp. X 2 mL,1,10/16/2014,N13583,MEDIFARMA
77505330,13,AMOXICILINA,250mg/5mL,Polvo para Suspensión Oral,Suspension,Fco. X 60 mL,1,5/19/2010,NG1251,IQ FARMA
77505354,13,DICLOXACILINA,250mg/5mL,Suspensión,Suspension,Fco. X 60 mL,1,3/7/2015,NG1205,IQ FARMA
77505415,13,FENITOINA,125mg/5mL,Suspensión Oral,Suspension,Fco. X 120 mL,1,6/1/2013,NG1711,IQ FARMA
77505446,13,HIDROFLAT PLUS CEREZA,,Suspensión,Suspension,Fco. X 150 mL,1,7/1/2009,N17485,MARKOS
77505552,13,VERMOFREE,100mg/5mL,Suspensión Oral,Suspension,Fco. X 30 mL,1,5/19/2012,N16477,IQ FARMA
77505736,13,ADECEROL,,Solución Bebible,Solucion,Fco. Amp. X 10 mL,1,8/18/2011,N222,MEDIFARMA
77505743,13,CRELIVEROL,300mg/10mL,Solución Bebible,Solucion,Fco. Amp. X 10 mL,1,8/19/2011,N301,MEDIFARMA
77505750,13,RAQUIFEROL,600000UI,Solución Bebible,Solucion,Amp. X 10 mL,1,8/20/2011,N315,MEDIFARMA
77505767,13,KETOROLACO,60mg/2mL,Inyectable,Inyectable,Amp.,1,11/13/2013,NG1843,MEDIFARMA
77505774,13,RYNATAN D,0.05%,Gotas Nasal,Solucion Nasal,15 mL,1,4/25/2013,N24574,MEDIFARMA
77505842,13,MUPIROCINA,2%,Crema,Crema,Tubo X 15 g,1,5/4/2011,NG2772,IQ FARMA
77505927,13,VITADRIN,,Solución Bebible,Solucion,Amp. X 10 mL,1,7/13/2011,N4677,MEDIFARMA
77505934,13,RIGAMINOL,160mg/2mL,Solución para Inyección,Inyectable,Amp. X 2 mL,1,10/16/2014,N13582,MEDIFARMA
77505958,13,MEBENDAZOL,100mg/5mL,Suspensión Oral,Suspension,Fco. X 30 mL,1,10/4/2010,NG1326,IQ FARMA
77505989,13,CARBATROL,100mg/5mL,Jarabe,Solucion,Fco. X 100 mL,1,2/21/2012,N20134,IQ FARMA
77506023,13,CLORFENAMINA,2mg/5mL,Jarabe,Solucion,Fco. X 120 mL,1,12/10/2010,NG0031,IQ FARMA
77506047,13,COMPLEJO B,,Jarabe,Solucion,Fco. X 120 mL,1,10/31/2011,NG382,IQ FARMA
77506054,13,CALOIDAL NF,,Jarabe,Solucion,Fco. X 200 mL,1,11/25/2011,N3709,IQ FARMA
77506061,13,LOROPHYN,150mg,Ovulo,Ovulo,Caja Ov.,3,12/30/2013,N19110,MEDIFARMA
77506078,13,AMOXICLIN,500mg/5mL,Polvo para Solución Oral,Solucion,Fco. X 60 mL,1,7/5/2009,N19300,SIEGFRIED
77506191,13,CETRIXIN,10mg,Tableta,Tableta,Caja Tab.,10,6/4/2014,N19265,SIEGFRIED
77506252,13,ERYTROM,250mg/5mL,Granulos para Suspensión,Suspension,Fco. X 60 mL,1,6/9/2009,N19275,IQ FARMA
77506283,13,SALBUTAMOL,2mg/mL,Gotas,Solucion,Fco. X 15 mL,1,8/3/2009,NG2101,IQ FARMA
77506375,13,HALOPERIDOL,2mg/mL,Solución,Solucion,Fco. X 20 mL,1,10/20/2015,NG1344,IQ FARMA
77506399,13,SITIDERM,,Crema,Crema,Tubo X 10 g,1,9/2/2009,N19344,MEDIFARMA
77506429,13,MEDICORTIL,,Solución,Solucion,Fco. Got. X 2.5 mL,1,10/14/2009,N19391,MEDIFARMA
77506436,13,AMOXICLIN,125mg/5mL,Polvo para Solución Oral,Solucion,Fco. X 60 mL,1,12/21/2013,N19099,SIEGFRIED
77506467,13,NOTIZOL,,Crema,Crema,Tubo X 10 g,1,11/6/2009,N19415,IQ FARMA
77506559,13,MENTHOLATUM,,Ungüento,Unguento,Disp. Lata X 5g,24,8/18/2012,N2187,MEDIFARMA
77511751,13,CEFACLOR,250mg/5mL,Suspensión Oral,Suspension,Fco. X 75 mL,1,6/17/2014,NG2050,IQ FARMA
77511768,13,CEFACLOR,375mg/5mL,Suspensión Oral,Suspension,Fco. X 50 mL,1,7/1/2012,NG3391,IQ FARMA
77512000,13,FLACORT,22.75mg/mL,Suspensión Oral,Suspension,Fco. X 6.5 mL,1,5/28/2012,N20229,AC FARMA
77512161,13,ESPASMO ANTALGINA,,Inyectable,Inyectable,Amp. X 5 mL,1,9/14/2014,N19358,INFARMASA
77512178,13,DILATOR,10mg/2mL,Inyectable,Inyectable,Amp. X 2 mL,1,1/19/2013,N2607,INFARMASA
77512185,13,DEXACORT DEPOT,,Solución para Inyección,Inyectable,Amp. X 1 mL,1,2/16/2009,N19173,INFARMASA
77512192,13,DEXACORT,8mg/2mL,Inyectable,Inyectable,Amp. X 2 mL,1,10/21/2011,N18558,INFARMASA
77512567,13,GENTAGRAM,0.30%,Gotas Oftálmicas,Solucion Oftalmica,Fco. X 8 mL,1,4/25/2010,N17936,LUSA
77515506,13,DEXACORT,4mg/2mL,Inyectable,Inyectable,Amp. X 2 mL,1,3/15/2012,N4926,INFARMASA
77515605,13,CLORO ALERGAN,10mg/mL,Solución para Inyección,Inyectable,Amp. X 1 mL,1,8/26/2011,N604,INFARMASA
77515803,13,ANTALGINA R NF,1.5g/5mL,Solución para Inyección,Inyectable,Amp. X 5 mL,1,8/25/2011,N575,INFARMASA
77515902,13,ANTALGINA,1g/2mL,Inyectable,Inyectable,Amp. X 2 mL,1,8/25/2011,N574,INFARMASA
77521606,13,GASEOLIQ SABOR A ANIS,80mg/mL,Suspensión,Suspension,Fco. X 15 mL,1,1/20/2013,N20494,SIEGFRIED
77521613,13,GASEOLIQ SABOR A FRESA,80mg/mL,Suspensión,Suspension,Fco. X 15 mL,1,1/20/2013,N20498,SIEGFRIED
77529763,13,FURACIN,6mg,Ovulo,Ovulo,Caja Ov.,3,3/29/2012,N3384,MEDIFARMA
77529770,13,ISODINE,200mg,Ovulo,Ovulo,Caja Ov.,3,4/30/2013,N13194,MEDIFARMA
77701077,13,DOCILEN,7.5mg,Tableta,Tableta,Caja Tab.,10,10/11/2010,E17678,INTI
30900130507,13,SOLU CORTEF,100mg/2mL,Polvo para Solución Inyectable,Inyectable,Amp. X 2 mL,1,1/20/2012,E5610,PFIZER
30909080247,13,SOLU CORTEF,250mg/2mL,Polvo para Solución Inyectable,Inyectable,Amp. X 2 mL,1,1/20/2012,E5611,PFIZER
34643010787,13,SERETIDE,25mcg+125mcg,Aerosol para Inhalación,Inhalador,Aer. X 120 Dosis,1,12/21/2005,E13474,GSK
41167627709,13,SELSUN AMARILLO,2.50%,Champú,Champu,Caja Sachet X 12 mL,40,10/6/2010,N22016,YOBEL SUPPLY
60752782142,13,LIBRAX,,Cápsula,Capsula,Caja Cap.,30,10/3/2010,E13260,ALBIS
77509290022,13,SILDENAFILO,50mg,Tableta Recubierta,Tableta,Caja Tab.,10,2/13/2013,NG5489,MEDROCK
100000274019,13,DOSTINEX,0.5mg,Comprimido,Tableta,Caja Comp.,2,9/1/2012,E10398,PFIZER
100000276013,13,DOSTINEX,0.5mg,Comprimido,Tableta,Caja Comp.,8,9/1/2012,E10398,PFIZER
108601000500,13,MADOPAR HBS,100mg+25mg,Cápsula,Capsula,Caja Fco. Cap.,30,10/9/2010,E8797,ROCHE
110632002600,13,AROVIT,50000UI,Gragea,Tableta,Caja Grag.,30,8/23/2010,E17579,BAYER
130631004300,13,BACTRIM FORTE,400mg+80mg/5mL,Suspensión,Suspension,Fco. X 100 mL,1,12/22/2014,E7786,ROCHE
131167010700,13,BACTRIM,200mg+40mg/5mL,Jarabe,Solucion,Fco. X 60 mL,1,12/6/2009,E7747,ROCHE
131969010400,13,BACTRIM BALSAMICO NIÑOS,200mg+40mg+50mg/5mL,Jarabe,Solucion,Fco. X 100 mL,1,5/22/2011,E13877,ROCHE
141227002400,13,BENEXOL,,Comprimido Laqueado,Tableta,Caja Comp.,30,9/15/2011,E18770,BAYER
257217007200,13,DORMONID,5mg/5mL,Solución para Inyección,Inyectable,Amp.,5,11/28/2009,E7710,ROCHE
260241002400,13,DORMONID,15mg,Comprimido,Tableta,Caja Comp.,10,12/26/2009,E7798,ROCHE
269876001300,13,BEZALIP RETARD,400mg,Comprimido,Tableta,Caja Comp.,30,5/31/2010,E12930,ROCHE
269890000200,13,DILATREND,25mg,Comprimido,Tableta,Caja Comp.,28,2/6/2013,E15267,ROCHE
269906001300,13,DILATREND,6.25mg,Comprimido,Tableta,Caja Comp.,28,2/6/2013,E15264,ROCHE
269943000600,13,XENICAL,120mg,Cápsula,Capsula,Caja Cap.,42,9/24/2013,E21067,ROCHE
281554000200,13,BACTRIM,400mg+80mg,Comprimido,Tableta,Caja Comp.,20,4/14/2010,E12813,ROCHE
300090029043,13,XANAX,0.25mg,Tableta,Tableta,Caja Tab.,20,2/17/2014,E16244,PFIZER
300090055059,13,XANAX,0.5mg,Tableta,Tableta,Caja Tab.,20,12/3/2013,E21293,PFIZER
300090055103,13,XANAX,0.5mg,Tableta,Tableta,Caja Tab.,100,12/3/2013,E21293,PFIZER
300090073305,13,MEDROL,16mg,Tableta,Tableta,Caja Tab.,7,9/30/2009,E7656,PFIZER
300090090036,13,XANAX,1mg,Tableta,Tableta,Caja Tab.,20,4/27/2013,E6701,PFIZER
300090113124,13,SOLU MEDROL,40mg/mL,Polvo para Solución Inyectable,Inyectable,Amp. X 1 mL,1,1/31/2013,E15244,PFIZER
300090280017,13,DEPO MEDROL,40mg/mL,Suspensión para Inyección,Inyectable,Caja Vial X 1 mL,1,9/10/2009,E12155,PFIZER
300090395278,13,DALACIN C,300mg,Cápsula,Capsula,Caja Cap.,48,10/9/2013,E21109,PFIZER
300090400019,13,KAOPECTATE,,Suspensión,Suspension,Fco. X 180 mL,1,9/19/2010,E17629,JOHNSON&JOHNSON
300090500146,13,LINCOCIN,500mg,Cápsula,Capsula,Caja Cap.,12,12/14/2012,E20081,PFIZER
300090775018,13,DALACIN,600mg/4mL,Solución para Inyección,Inyectable,Amp. X 4 mL,1,5/20/2013,E20661,PFIZER
300093548060,13,CHERACOL,,Cápsula,Capsula,Caja Cap.,100,5/13/2011,E9481,JOHNSON&JOHNSON
300252124012,13,DYNASTAT,40mg,Polvo Liofilizado para Solución Inyectable,Inyectable,Vial + Disolv.,1,8/15/2012,E19684,PFIZER
300650429375,13,SYSTANE,,Solución Oftálmica,Solucion Oftalmica,Fco. Got. X 15 mL,1,8/28/2014,E21899,ALCON
300651431247,13,SYSTANE ULTRA,,Solución Oftálmica,Solucion Oftalmica,Caja Fco. X 10 mL,1,9/1/2014,E21905,ALCON
300654013242,13,VIGAMOX,0.50%,Solución Oftálmica,Solucion Oftalmica,Fco. X 5 mL,1,7/3/2014,E21788,ALCON
301320105049,13,FLEET FOSFOSODA,,Solución,Solucion,Fco. X 45 mL,1,11/2/2010,E17748,DANY
301320222029,13,FLEET ENEMA NIÑOS,,Enema,Enema,Fco. X 66 mL,1,2/9/2010,E17088,DANY
302205808543,13,MEGACE,40mg/mL,Suspensión Oral,Suspension,Fco. X 240 mL,1,4/5/2014,E11708,ABEEFE BRISTOL
319417002100,13,APRONAX,125mg/5mL,Suspensión,Suspension,Fco. X 60 mL,1,9/20/2012,N12972,BAYER
400695002800,13,KONAKION MM,10mg/mL,Inyectable,Inyectable,Amp.,5,2/15/2010,E17109,ROCHE
471409000100,13,GLUCAMINOL,850mg,Comprimido,Tableta,Caja Comp.,30,7/23/2009,E16630,ROCHE
472580000500,13,BI EUGLUCON M,500mg+2.5mg,Tableta,Tableta,Caja Tab.,30,4/20/2016,E13799,ROCHE
503710000900,13,BI EUGLUCON M,500mg+5mg,Tableta,Tableta,Caja Tab.,30,4/20/2016,E13800,ROCHE
620142000500,13,REDOXON,200mg/mL,Gotas,Solucion,Fco. Got. X 20 mL,1,5/8/2011,E18365,BAYER
625619002500,13,ROMILAR,15mg/5mL,Jarabe,Solucion,Fco. X 100 mL,1,11/11/2013,E21225,BAYER
625681002200,13,RIVOTRIL,2mg,Comprimido,Tableta,Caja Comp.,20,12/16/2014,E7770,ROCHE
736085020946,13,BIODEXAN OFTENO,,Solución Oftálmica,Solucion Oftalmica,Env. X 5 mL,1,10/25/2011,E18877,OFTALMICOS
736085053883,13,MODUSIK A OFTENO,0.10%,Colirio,Solucion Oftalmica,Env. X 5 mL,1,9/21/2011,E18785,OFTALMICOS
736085069044,13,FLUMETOL NF OFTENO,0.10%,Suspensión,Suspension,Env. X 5 mL,1,12/15/2011,E19022,OFTALMICOS
736085098334,13,IMOT OFTENO,0.50%,Solución Oftálmica,Solucion Oftalmica,Env. X 15 mL,1,9/13/2011,E18751,OFTALMICOS
736085104240,13,ACUAFIL OFTENO,1.40%,Colirio,Solucion Oftalmica,Env. X 15 mL,1,1/12/2012,E19078,OFTALMICOS
736085114041,13,METICEL OFTENO,0.50%,Solución Oftálmica,Solucion Oftalmica,Env. X 10 mL,1,9/25/2011,E18793,OFTALMICOS
736085126006,13,NAPHACEL OFTENO,0.50%,Colirio,Solucion Oftalmica,Env. X 15 mL,1,9/13/2011,E18752,OFTALMICOS
736085181883,13,SOPHIPREN OFTENO,1%,Colirio,Solucion Oftalmica,Env. X 5 mL,1,12/21/2011,E19036,OFTALMICOS
736085182767,13,SOPHIXIN OFTENO,0.30%,Colirio,Solucion Oftalmica,Env. X 5 mL,1,9/18/2011,E18774,OFTALMICOS
736085213195,13,AGGLAD OFTENO,0.20%,Solución Oftálmica,Solucion Oftalmica,Env. X 5 mL,1,11/2/2011,E18892,OFTALMICOS
736085278385,13,TRAZIDEX OFTENO,,Suspensión,Suspension,Env. X 5 mL,1,9/19/2011,E18777,OFTALMICOS
736085278439,13,AZ OFTENO,0.05%,Solución Oftálmica,Solucion Oftalmica,Env. X 5 mL,1,9/13/2011,E18753,OFTALMICOS
736085280005,13,LAGRICEL OFTENO,4mg/mL,Solución,Solucion,Caja Sobre (4) con 5 Unidosis,20,10/10/2011,E18847,OFTALMICOS
736085290202,13,GAAP OFTENO,0.01%,Solución,Solucion,Env. X 3 mL,1,9/15/2011,E18769,OFTALMICOS
736085403923,13,COXYLAN OFTENO,0.03%,Solución,Solucion,Fco. X 5 mL,1,5/2/2012,E19350,OFTALMICOS
736085404722,13,SOPHIXIN DX OFTENO,,Colirio,Solucion Oftalmica,Fco. Got. X 5 mL,1,7/3/2012,E19524,OFTALMICOS
736085405378,13,KRYTANTEKOFTENO,,Solución,Solucion,Fco. X 5 mL,1,2/28/2013,E20406,OFTALMICOS
736085405668,13,HUMYLUB OFTENO,1.8mg+1mg,Solución,Solucion,Caja Fco. X 15 mL,1,8/19/2013,E20927,OFTALMICOS
736085445053,13,3 A OFTENO,0.10%,Solución Oftálmica,Solucion Oftalmica,Env. X 5 mL,1,9/21/2011,E18788,OFTALMICOS
749618818798,13,ICY HOT,,Pomada,Unguento,Pote X 100 g,1,7/30/2013,E20871,SANOFI
751208101630,13,MELOXIC,15mg/1.5mL,Solución para Inyección,Inyectable,Amp. X 1.5 mL,1,1/27/2011,E18107,MEDCO
752301000052,13,AZITROMAC,200mg/5mL,Polvo para Suspensión Oral,Suspension,Fco. X 30 mL,1,2/12/2014,N21059,DELFARMA
775004720000,13,BRONCO AMOXICLIN,125mg+4mg/5mL,Suspensión Oral,Suspension,Fco. X 60 mL,1,8/15/2010,N19737,SIEGFRIED
775062380000,13,BRONCO AMOXICLIN,250mg+4mg/5mL,Suspensión Oral,Suspension,Fco. X 60 mL,1,8/14/2010,N19734,SIEGFRIED
775092900775,13,CELEVIT,200mg,Cápsula,Capsula,Caja Cap.,100,6/17/2009,N21257,MEDROCK
789654819103,13,AFLAREX,0.10%,Suspensión,Suspension,5 mL,1,4/22/2012,E14562,ALCON
890409115601,13,CANDID V1,500mg,Tableta Vaginal,Ovulo,Caja Tab. + Aplic.,1,12/11/2010,E13445,GLENMARK
¡H88010420,13,MASCARA OXIGENO PEDIATRICA,,,,,1,,,HUDSON
¡H880105903,13,MASCARA OXIG.C/RESERV. ADULTO,,,,,1,,,HUDSON
¡H880107703,13,"ADAPTADOR EN ""T"" 1077",,,,,1,,,HUDSON
¡H880108805,13,MASCARA DE VENTURI ADULTO HUDSON,,,,,1,,,HUDSON
¡H88012710%,13,MASCARA DE ANESTESIA NEONATAL (H),,,,,1,,,HUDSON
¡H880127402,13,MASCARA ANESTESIA ADULTO # 1274,,,,,1,,,HUDSON
¡H880127503,13,MASCARA ANESTESIA ADULTO(1275),,,,,1,,,HUDSON
¡H880165909,13,ADAPTADOR MDI (1659),,,,,1,,,HUDSON
