CODIGOEAN13,Tipo,Nom_Prod,Concent,Nom_Form_Farm,Nom_Form_Farm_Simplif,Presentac,Fracciones,Fec_Vcto_Reg_Sanitario,Num_RegSan,Nom_Titular
8012992000410,13,KETESSE,25mg,Tableta Recubierta,Tableta,Caja Tab.,20,12/30/2013,E21371,BIOTOSCANA
8012992000434,13,NEBILET,5mg,Comprimido,Tableta,Caja Comp.,28,3/4/2014,E21586,BIOTOSCANA
8020030053311,13,NORMIX 200 MG,200MG,TABLETA,TAB CON CUBIERTA ENTERICA,CAJA X 12 UNIDADES,12,,E023095,FARMAKONSUMA
8021118000005,13,R-S Blue azul de tripan,0.05% X 1.5 ml,vial,vial,caja,6,,DM1892E,ALCHIMIA
8021961011364,13,ZINNAT,500mg,Tableta,Tableta,Caja Tab.,10,5/26/2013,E20679,GSK
8021961011388,13,ZINNAT,750MG,VIAL,VIAL,VIAL,1,,E19255,GLAXO
8021961011395,13,ZINNAT VIALx1.5GRx1,,,,,1,,,GLAXOSMITHKLINE PERU S.A.
8021961011401,13,FORTUM,1g,Polvo para Solución Inyectable,Inyectable,Fco. Amp.,1,3/12/2012,E14450,GSK
8021961012071,13,ZINNAT,500 MG,CAJA,TABLETAS,500 MG TAB. X 10,1,,E-20679,GlaxoSmithKline Perú S.A.
8021961012095,13,ZINNAT,250MG,TABLETA,TABLETA,CAJA,10,,E15455,GLAXO
8021961013917,13,NIMBEX,,AMPOLLA,AMPOLLA,CAJA,5,,E18055,GLAXO
8023813091166,13,CHIROCAINE 50MG/10ML,50mg,CAJA,CAJA,AMPOLLA,1,,,ABBOTT
8027950130030,13,TAXOL,30 MG X 5 ML,FRASCO,FRASCO,30 MG X 5 ML,1,,E-20880,LAB ABEEFE BRISTOL
8027950150038,13,IXEMPRA,15mg,Polvo Liofilizado para Solución Inyectable,Inyectable,Caja Vial,1,2/14/2013,E20326,ABEEFE BRISTOL
8027950150045,13,IXEMPRA,45mg,Polvo Liofilizado para Solución Inyectable,Inyectable,Caja Vial,1,2/14/2013,E20324,ABEEFE BRISTOL
8027950150052,13,TAXOL,100 MG X 16.7 ML,FRASCO,FRASCO,100 MG X 16.7 ML,1,,E-20878,LAB ABEEFE BRISTOL
8027950220113,13,DURACEF,500MG,CAPSULA,CAPSULA,CAJA CAP.,48,8/3/2011,E022942,BRISTOL-MYERS SQUIBB
8027950220120,13,DURACEF,250mg/5ml x 60ml,Suspension oral,Susp. Oral,60ml,1,,E-22567,BRISTOL-MYERS SQUIBB
8027950220144,13,VELAMOX,500mg,Cápsula,Capsula,Caja Cap.,100,3/31/2017,E22694,ABEEFE BRISTOL
8027950220175,13,VELAMOX,250MG/5ML,Polvo para Suspensión Oral,Suspension,Fco. X 60 mL,1,10/5/2017,E22738,ABEEFE BRISTOL
8027950220212,13,KENACORT-IM,40MG,AMPOLLA,AMPOLLA,AMPOLLA,1,,E22887,BRISTOL-MYERS
8027950220229,13,KENACORT-A,50MG,VIAL,VIAL,VIAL,1,,E22888,BRISTOL-MYERS
8033622630210,13,FERRO FOLIC 800,,Tableta,Tableta,Caja Tab.,30,12/21/2011,E19037,TEOFARMA PERU
8033661802951,13,HYALONE,60 MG / 4 ML,SOLUCIÓN INYECTABLE,SOLUCIÓN INYECTABLE,CAJA JERINGA PRELLENADA,1,,DM13756E,PERULAB S.A
805367761191,13,ADCETRIS 50MG AMP CJA X 1,50MG,AMPOLLA,AMP,CAJA X 1,1,10/15/2020,BE-01027,TAKEDA
8054083003559,13,DAXIM 2.5MG VIAL X 5ML (LEVOSIMENDAN),2.5 mg/mL,Solución para Perfusión,INYECTABLE,Caja Vial X 5 mL,1,5/31/2018,EE00051,ABBVIE
8054083004228,13,CHIROCAINE 0.5% INY CJA X 10,"0,50%",AMPOLLA,AMP,CJA X 10,10,6/11/2019,EE02034,ABBVIE SAS SUCURSAL DEL PERU
8054083004273,13,SEVORANE FCO 250 ML,,Frasco,Frasco,solucion,1,,,ABBOTT
8054083004280,13,SURVANTA,25 mg/mL,SUSPENSION INYECTABLE,INYECTABLE,VIAL x 8 mL,1,5/16/2017,BE00866,ABBVIE
8054083005195,13,SYNAGIS 50 MG VIAL X 1ML,50mg,CAJA,CAJA,AMPOLLA,1,,,NOVARTIS
8054083005225,13,LUPRON DEPOT 11.25MG AMP. X 1,11.25mg,CAJA,CAJA,AMPOLLA,1,,,ABBOTT
8054083005249,13,HUMIRA,40 mg/0.8 mL,SOLUCION INYECTABLE,INYECTABLE,JERINGA PRELLENADA x 0.8 mL,2,10/1/2019,BE00956,ABBVIE
8054083008622,13,SYNAGIS 50MG / ML,50MG / ML,AMPOLLA,AMP,CJA X 1,1,,BE-01092,ABBVIE SAS SUCURSAL DEL PERU
8054083013428,13,HUMIRA AC 40MG/0.4ML AMP CJA X 2,40 MG/0.4 ML,AMPOLLA,AMP,CJA X 2,2,9/2/2024,BE01122,ABBVIE SAS SUCURSAL DEL PERU
8054083014104,13,LUPRON DEPOT PDS 30MG JERINGA PRELLENADA,30 MG,AMPOLLA,AMP,CJA X 1,1,1/30/2024,EN01030,ABBVIE SAS SUCURSAL DEL PERU
8058773460097,13,KETESSE AMP,50MG/2ML,FRASCO,AMPOLLA,50mg /2ml Caja Amp. x 5,1,9/1/2025,EE-01958,Biotoscana Farma S.A.
817432015089,13,ACID FOLIC,800mg,Tableta,Tableta,Fco. Tab.,100,,EG3073,TERNONOVA
8296120862983,13,DIANE 35 X 21 GRAGEAS,35MG,GRABEAS,GRABEAS,caja,21,,,BAYER
832436006147,13,MEDIK8 WHITE BALANCE CLICK SOLUCION FRA X 10 ML (PANGAEA),N/A,SOLUCIÓN TÓPICA,SOLUCIÓN TÓPICA,FRASCO X 10 ML,1,1/30/2019,NSOC16635-14PE,PANGAEA LABORATORIES LTD
832436008752,13,MEDIK8 WHITE BALANCE CLICK OXY-R SOLUCION FRA X 10 ML,10 ML,SOLUCION,SOLUCION,FRASCO X 10 ML,1,,NSOC29491-17PE,PROSKIN PERU S.A.
8400004529,13,NOR-TENZ GTS OFT,0.2,GOTAS OFTAMOLOGICAS,GOF,FRASCO,1,,EE00673,LABORATORIOS GRIN
8426594052904,13,BLEMIL PLUS CONFORT NUTRIEXPERT POLVO LATA X 400 G (ORD),,POLVO,POLVO,LATA X 400 G,,,,ORDESA
8427030002743,13,ENSURE VAINILLA,400G,POLVO,POLVO,TARRO,1,,I6002609E,ABBOTT
8427030003313,13,LECHE SIMILAC SENS EYEQ S/L,,POLVO,POLVO,TARRO,1,,I1003909E,ABBOTT
8427030003337,13,LECHE SIMILAC NEOSURE,,POLVO,POLVO,TARRO,1,,I1001810E,ABBOTT
8427030004112,13,ENSURE ADVANCE VAINILLA X 900G,,,,,1,,,ABBOTT LABORATORIOS S.A.
8427030006253,13,SIMILAC TOTAL CONFORT PRO-SENSITIVE 1 POLVO LATA X 360G (ABB),,POLVO,POLVO,LATA X 360G,1,,I1001117E NAABLB,ABBOT
8427030030647,13,LUPRON DEPOT PDS,30 MG,POLVO LIOFILIZADO PARA INYECCION I.V.,PVO.,JERINGA PRELLENADA,1,,E-22920,TAKEDA PHARMACEUTICAL COMPANY LTD.
8427426000063,13,PERIO-AID MANTENIMIENTO,0.12%,Colutorio (Gargarismos),Solucion Bucal,Fco. X 500 mL,1,4/16/2013,E15463,DENTAID
8427426000346,13,SENSAID,,Colutorio (Gargarismos),Solucion Bucal,Fco. X 500 mL,1,5/16/2013,E15522,DENTAID
8427426001480,13,PERIO-AID TRATAMIENTO,0.12%,Colutorio (Gargarismos),Solucion Bucal,Fco. X 150 mL,1,9/19/2007,E14873,DENTAID
8427426001572,13,PERIO-AID MANTENIMIENTO,,Colutorio (Gargarismos),Solucion Bucal,Fco. X 150 mL,1,4/16/2013,E15463,DENTAID
8427426014961,13,XEROS DENTAID M-M COLUTORIO 500ML,,FRASCO,FCO,FRASCO,1,,NS0C056,DENTAID
8427426020832,13,XEROS DENTAID  DENTRIFICO TUBO X 75 ML (DEN),,GEL,GEL,TUBO X 75 ML,,,NSOC10709-12 PE,DENTAID
8427426021884,13,PERIO-AID TRATAMIENT X 500ML,,,,,1,,,DENTAID PERU
8427426021891,13,PERIO-AID,0.0012,SOLUCION,SOLUCION,FRASCO,1,,NSOC391441,DENTAID
8427426023802,13,PERIO AID MANTENIMIENTO COLUTORIO BUCAL X 500 ML (DEN),,COLUTORIO,COLUTORIO,FRASCO X 500 ML,,,,DENTAID S.A.C
8427426030008,13,SENSAID CON FLUOR,,Pasta,Crema,Tubo X 95 g,1,5/23/2013,E15553,DENTAID
8427426030404,13,PERIO AID,0.12%,Gel Dentrífico,Gel,Tubo X 80 g,1,12/10/2013,E16062,DENTAID
8427426040625,13,PERIO-AID AC CONTROL COLUTORIO BUCAL FRASCO X 150 ML (DEN),,COLUTORIO,COLUTORIO,FRASCO X 150 ML,,,NSOC38497-10CO,DENTAID S.A.C
8427426040632,13,PERIO-AID COLUT.MANT 0.12% / 500 ML (DENTAID),0.12%/500ML,FRASCO,FCO,FRASCO,1,,OC38497,DENTAID
8427426040656,13,PERIO-AID COLUT. TRAT. 0.12% (DENTAID),"0,12%",FRASCO,FCO,CJA X 1,1,9/2/2016,NSOC39144-10CO,LABORATORIOS DENTAID PERU S.A.C.
8428148180163,13,PHYTOSOYA,0.5%,GEL VAGINAL,GEL,TUBO X 8 APLICACIONES,1,,PNE0603,REFASA S.A.C.
8429420077959,13,ISDIN ULLTRA SOLAR ALLERGY EMULSION FRASCO X 50ML (ISD),500ML,EMULSION,EMULSION,FCO X 500ML,,,NSOC25422-15PE,ISDIN
8429420095403,13,FOTO ULTRA ACTIVE UNIFY SPF 50 CREMAFRA X 50 ML-ISD,SPF 50,CREMA,CRE,FCO X 50ML,1,,NSOC64229-15CO,ISDIN S.A
8429420104563,13,UREADIN ULTRA 20 CREMA TUBO X 100 ML,,CREMA,CREMA,TUBO X 100 ML,1,,NSOC29282-16PE,PRODUCTOS ISDIN
8429420107502,13,ISDIN FUSION WATER FRASCO X 50 ML (ABL),,SOLUCION,SOLUCION,FRASCO X 50 ML,,, NSOC25555-15PE,ABL
8429420113114,13,MELACLEAR SERUM CORRECTOR,N/A,SERUM,SERUM,FRASCO X 15 ML,,,NSOC33960-18PE,ISDIN S.A. ISDIN PERU S.A.C.
8429420123342,13,UREADIN ULTRA 10 LOTION PLUS REPARADORA FRASCO X 200 ML,,LOCION,LOCION,FRASCO X 200 ML,1,,NSOC24851-15PE,PRODUCTOS ISDIN
8429420902442,13,ACNIBEN REPAIR GEL-CREMA HIDRATANTE TUBO X 40 ML (ISD),,GEL-CREMA,GEL-CREMA,TUBO X 40 ML,,,NSOC30913-06PE,ISDIN S.A.
8429979201058,13,ACGLICOLIC SERUM LOC 30ML,30ML,FRASCO,FCO,FRASCO,1,6/1/2021,NS0C55472,SESDERMA PERU SAC
8430340036254,13,PILEXIL AMPOLLA ANTCASPA (BAG),,AMPOLLA,AMP,CAJA X 15 AMPOLLAS,,,NSOC04352-12ECG,LABORATORIOS BAGO DEL PERU S.A.
8430340036469,13,PILEXIL ANTI-HAIR LOSS SPRAY FRASCO X 120 ML (LACER),,SPRAY,SPRAY,FRASCO X 120 ML,1,,NSOC042685-11CO,LABORATORIO BAGO
8430340041470,13,PILEXIL CAPSULAS,,CAJA,CAPSULAS,CAPSULAS BLANDAS X 50,1,,DE-1899,LAB. BAGO DEL PERU
8430351066011,13,CETAPHIL LOCION LIMP PIEL SEN FRA X 237 ML(GDM),,CREMA,CRE,FCO X 237ML,1,,NSOCO3045-96CO,GALDERMA S.A.
8430351066035,13,CETAPHIL LOCION HUMECTANTE X 473 ML,,,,,1,,,GALDERMA PERU LABORATORIOS S.A.
8430795002323,13,ATACHE PERFORMANCE SOLUTION,,CRM,CRM,FRASCO X 50 ML,,,NSOC145,EUROLABS
8430795002378,13,ATACHE SPECIFIC ANTI TACHES SOLUTION,,CRM,CRM,TUBO X 15 ML,,,NSOC133,EUROLABS
8430795002385,13,ATACHE WHITENING MILK,,CRM,CRM,FRASCO X 250 ML,,,NSOC239,EUROLABS
8431166160116,13,UREALETI 10%,200 ML,EMULSION,EMULSION,FRASCO X 200 ML,1,1/1/2017,E-36769,ALLERGAN
8431166160130,13,UREALETI 20 %,X 100 ML,FCO,FCO,FRASCO X 100 ML,1,,E-36698-C-PE,BAGO
8431166180015,13,LETI AT4 CREMA CORPORAL FRASCO X 200 ML (BAG),0,CREMA,CRE,FCO X 200ML,0,,NSCE-2432-09G.EC,"LABORATORIOS LETI,SL"
8431166180039,13, LETI AT4 CREMA FACIAL EMOLIENTE FRASCO X 50 ML (BAG),50ML,CREMA,CRE,TUBO X  50ML,1,,NSCE-2431-09G.EC,LABORATORIOS LETI S.L
8431166270013,13,LETIXER S PIEL SECA CREMA FRAX200ML(BAG,200ML,CREMA,CREMA,FRASCO X 200ML,1,,544C69,LETI
8432414212182,13,SAFLUTAN SOL OFT 15MCG/ML 0.3ML,15MCG/ML,CARTUCHO,CARTUCHO,CAJA,30,,E22884,MERCK SHARP & DOHME
8433042001346,13,ANGINOVAG,,Aerosol,Inhalador,Aer. X 10 mL,1,12/17/2012,E6326,ALBIS
8433042002688,13,NADIXA,1%,Crema,Crema,Tubo X 25 g,1,3/16/2012,E19240,ALBIS
8433042004477,13,SUTRILNEO,10MG,COMPRIMIDO,COMPRIMIDO,CAJA,30,,E20279,FERRER
8433042004484,13,SUTRILNEO,5mg,Comprimido,Tableta,Caja Comp.,30,2/5/2013,E20280,ALBIS
8433042006082,13,PEITEL 0.25% CREMA X 30 GR,0.0025,CAJA,CAJA,CREMA,1,,,FERRER
8436024610086,13,BILAXTEN,20 MG,CAJA,COMPRIMIDOS,20mg Caja Comp. x 10,1,,E-22586,GRUPO FAES S.A.
8436024610307,13,VENOSMIL,2%,GEL,GEL,TUBO x 60 g,1,6/21/2022,EE06009,FAES FARMA
8436024610529,13,DOLOTREN,,CAJA,CAPSULAS,Rtd. 100mg Caps. x 20,,,EE-00772,Grupo Faes S.A.
8436024610987,13,ACECNOU 3G,3 g,Granulos para Solución Oral,GRANULOS,Caja Sobre x 8 g,1,8/1/2021,EE03710,FAES FARMA
8436024611298,13,VENOSMIL,200 MG,CAJA,CAPSULAS,200mg Caja Caps. x 60,,6/1/2020,EE-00871,Grupo Faes S.
8436024611687,13,DOLOTREN SUP 100MG,100mg,SUPOSITORIO,SUP,CAJA,12,,EE- 013,FAES FARMA
8436024612103,13,BILAXTEN 20 MG X 20 COMP,20MG,COMPRIMIDO,COMP,COMP,20,,EE-03396,FAES FARMA
8436025480039,13,ANGINOVAG,,Aerosol,Inhalador,Aer. X 10 mL,1,12/17/2012,E6326,ALBIS
8436025480138,13,NUCLEO CMP FORTE,,Inyectable,Inyectable,Caja Amp.,3,12/11/2012,E6064,ALBIS
8437002567071,13,HELIOCARE 240 MG CAPSULA (IFC),240MG,CAPSULA,CAP,FCO X 60 CAP,1,,PNE-1207,I.F.CANTABRIA S.A.
8437009282007,13,COLNATUR COMPLEX,N/A,LATA,LATA,ENVASE LATA EN POLVO 330 GR,1,,DE2543,LABORATORIOS BAGO S.A.
8470000735820,13,BLUE CAP LOCION SPRAY FRASCO X 100 ML,,,,,1,,,
8470001509802,13,ACNIBEN RX BALSAMO REPAR.LABIALX10ML,10ML,BALSAMO,BALSAMO,TU X 10ML,,,NSOC01220-09PE,ISDIN
8470001520357,13,PILEXIL SPRAY,120 ML,FRASCO,FRASCO,120 ML,1,,NSOC42685-11CO,LAB. BAGO DEL PERU
8470001529688,13,ENDOCARE TENSAGE SERUM FRASCO X 30ML - I.F. CANTABRIA,30ML,CREMA,CRE,FCO X 30ML,1,,NSOC10168-12PE,I.F.CANTABRIA S.A
8470001532411,13,UREADIN RX 40% GEL EXFOLIANTE X 30 ML,,Gel,Gel,Tubo x 20g,1,,NSCE-3250- 10.EC,ABL PHARMA PERU S.A.C.
8470001532435,13,UREADIN,0.1,LOCIÓN,LOCIÓN,FCO X 200 ML,1,,NSOC04108,LABORATORIO ABL PHARMA
8470001541871,13,UREADIN RX 20 CREMA ULTRA HIDRATANTE EMOLIENTE X 100 ML,,,,,1,,,ABL PHARMA PERU S.A.C.
8470001546531,13,NATALBEN SUPRA,,CAPSULA,CAP.,CAJA X 30 CAP.,30,,DE-1606,ITALFARMACO
8470001547927,13,NUTRATOPIC PRO-AMP CREMA FACIAL TUBO X 50 ML,50 ML,CREMA,CREMA,TUBO X 50 ML,1,,NSOC23119-15PE,ISDIN PERU S.A.C.
8470001564832,13,ENDOCARE TENSAGE RADIANCE EYE CONTOUR FRX15 ML(IFC),N/A,CREMA,CREMA,FRASCO X 15 ML,,1/14/2019,NSOC16031-13PE,IF CANTABRIA S.A
8470001565358,13,OVUSITOL,,POLVO SOLUCION ORAL,,CAJA SOBRES,30,,DE1481,LUKOLL S.A.C
8470001594969,13,ISDIN PEDIATRICO FUSION FLUIDO FRASCO X 50 ML (ABL,,FUSION FLUIDO,SOLUCION,FRASCO X 50 ML,1,,NSO607404-11P,ISDIN
8470001653505,13,NEORETIN DISCROM CONTROL SERUM TUBO X 30ML (IFC),30ml,crema,crema,tubo x 30ml,,,N50C16556-14PE,Laboratorios IFC
8470001679864,13,HELIOCAREÂ 360 FLUID CREAM TUBO X 50 ML,50 ML,CREMA,CREMA,TUBO X 50 ML,1,,NSCO56652-13PE,DROGUERIA FARMACARE S.A.C.
8470001788993,13,FOTOPROTECTOR ISDIN MINERAL BABY FUSION F. SPF 50 FRA X 50 ML,,FLUIDO,FLUIDO,FRASCO X 50 ML,,,NSOC29385-17PE,ISDIN S.A.
8470001813800,13,HELIOCARE ADVANCE SPRAY SPF 50 TU X 200 ML (IFC),200 ML,CREMA FLUIDA,CREMA FLUIDA,TUBO X 200 ML,1,,NSOC16840-14PE,DROGUERIA FARMACARE S.A.C.
8470002063754,13,PILEXIL CHAMPU ANTICAIDA FRASCOX300ML (BAG),300ML,CHAMPU,CHAMPU,CHAMPU,,,NSOC42672-11CO,BAGO
8470002073241,13,AZELAC GEL HIDRATANTE 50ML,,FRASCO,FCO,FRASCO,1,,NSOC317,SESDERMA PERU SAC
8470002129856,13,UREADIN RX 30,50 MG,Crema tópica,Crema,Tubo x 50 ml,,,C17521,ABL PHARMA
8470002431393,13,AVENA ISDIN SYNDET SOLIDO X 100G,,,,,1,,,ABL PHARMA PERU S.A.C.
8470002487307,13,HELIOCARE COMPACTO OIL FREE FAIR SPF 50 X 10 G (IFC),SPF50,POLVO,POLVO,COMPACTO X 10G,1,,NSOCO8612-11PE,I.F.CANTABRIA S.A.
8470002643178,13,UREADIN 3% LOCION DERMOPEDIATRICA X200ML,,Locion,Loción,fco x 200ml,1,,NSOC02609-10P,ABL PHARMA PERU S.A.C.
8470003244268,13,DRYSES LOCION ANTITRANSPIRANTE SPRAY FRA X 100 ML,100 ML,LOCION,LOCION,SPRAY X 100 ML,1,,NSOC06343-02CO,SESDERMA PERU S.A.C.
8470003331166,13,ISDIN-EXTREM-UVA-LOC PED FCOX125ML,,Locion,Loción,Frasco x 125ml,1,,NSOC02494-10P,ABL PHARMA PERU S.A.C.
8470003331180,13,FOTOPROTECTOR ISDIN GEL CREAM SPF50 TUBOX200ML(ISD),200ML,gel,GEL,TUBO,,,NSOC08750-11PE,ISDIN
8470003406581,13,C-VIT RADIANCE,N/A,GEL,GEL,FRASCO X 50 ML,1,6/19/2019,NSOC26599-16PE,SESDERMA PERU S.A.C.
8470003450829,13,ISDIN ULTRA 90 FCO X 50 ML,,Crema,Crema,Tubo x 50ml,1,,NSOC06821- 11P,ABL PHARMA PERU S.A.C.
8470003468237,13,ENDOCARE TENSAGE CREAM POTE X 30 ML - I.F. CANTABRIA,30ML,CREMA,CRE,POTE X 30ML,1,,NSOC25925-16PE,I.F.CANTABRIA S.A
8470003808576,13,UREADIN CREMA HIDRATANTE PIEL SECA 50ML,,,,,1,,,ABL PHARMA PERU S.A.C.
8470006562543,13,XUMADOL,1G,sobre,sobre,Cja x 30,30,,E28051,LUKOLL
8470006728178,13,BILAXTEN 20 MG COMP,BILASTINA 20 MG,CAJA X 20 COMPRIMIDOS,CAJA X 20 COMPRIMIDOS,CAJA,20,12/1/2021,E-22586,FAES FARMA
8470006920794,13,GARYDOL,,Comprimido,Tableta,Caja Comp.,20,2/16/2011,E18157,QUILAB
8470006941416,13,POSITON,30 G.,CREMA,CREMA,TUBO,1,,E-22910,FAES FARMA
8470007006398,13,OESTRACLIN GELX 80GR,0.06MG,CREMA,CREMA,CAJA,1,,EE-05343,PHARMA SOLUTIONS
8470007054320,13,COSENTYX (SECUKINUMAB) 150 MG/ML,150 MG/ML,AMPOLLA,AMP,CJA X 1,1,11/30/2020,BE01030,NOVARTIS BIOSCIENCES PERU S.A.
8470007152675,13,ALECENSA 150 MG CAPSULA DURA (ROC),150 MG,CAPSULA DURA,CAPSULA DURA,CAJA X 224,224,12/13/2022,EE05533,ROCHE FARMA (PERU) S.A
8470007587064,13,FLUIMUCIL,300mg/3mL,Solución para Inyección,Inyectable,Caja Amp. X 3 mL,5,5/12/2010,E17323,LUKOLL
8470007597064,13,FLUIMUCIL,300MG/3ML,AMPOLLA,AMPOLLA,FCO.,1,,E-17323,LUKOLL
8470008046669,13,FLUIMUCIL ORAL 100MG SOBRE CAJA X 30,100 MG/5ML,POLVO,POLVO,CAJA,30,,EE02624,LUKOLL
8470008437979,13,NAVELBINE 30MG TAB CJA X1,30MG,TABLETA,TAB,CAJA X 1,1,,USO COMPASIVO,PIERRE FABRE PHARMA
8470008485314,13,FLUIMUCIL ORAL,200 mg,SOBRE,sobre,caja x 20 sobres,20,,,Zambon
8470008652877,13,ZESTRIL,20mg,Tableta,Tableta,Caja Tab.,28,3/6/2012,E19205,ASTRAZENECA
8470008661039,13,CETRAXAL PLUS GTAS X 10ML (LUKOLL),GTS X 10 ML,FRASCO,FRASCO,FRASCO,,,EE-01531,LUKOLL
8470008844036,13,FLUIMUCIL ORAL,600mg,Comprimido Efervescente,Tableta,Caja Comp.,20,8/24/2014,E16689,LUKOLL
8470008878956,13,VENOSMIL,200mg,Cápsula,Capsula,Caja Cap.,20,6/1/2010,E12939,ALBIS
8470009189792,13,DOLOTREN,1.16%,Gel,Gel,Tubo X 60 g,1,7/10/2010,E13033,ALBIS
8470009451967,13,LABETALOL 100MG/20ML AMP CJA X 5 (NP FARMAMEDICAL),100MG/20ML,AMPOLLA,AMP,CJA X 5,5,,EE-04849,NP FARMAMEDICAL
8470009859459,13,ACTILYSE,50MG,VIAL,VIAL,VIAL,1,,BE00315,BOEHRINGER
8470009949624,13,FLUIMUCIL ORAL,100mg,Granulos,Granulos,Caja Sob. X 1g,30,2/21/2013,E20374,LUKOLL
8470009949709,13,FLUIMUCIL ORAL,200mg,Granulos,Granulos,Caja Sob. X 1g,30,7/2/2013,E20809,LUKOLL
8470009965204,13,MONUROL,3g,Granulos,Granulos,Caja Sob.,1,4/29/2013,E15493,LUKOLL
8470012028811,13,FLIXONASE,50mcg/dosis,Spray,Solucion,Aer. X 120 Dosis,1,4/26/2015,E12836,GSK
8470020069356,13,VENTOLIN,100mcg/dosis,Aerosol para Inhalación,Inhalador,Caja Fco. X 150 Dosis,1,9/20/2012,E14878,GSK
847301546531,13,NATALBEN SUPRA,,CAPSULA,CAPSULA,CAJA CAPS X30,30,,D-1606,ITALFARMACO
8500002970025,13,EPOETINA ALFA 2000 UI/ML( EPOCIN),,UNIDAD,UNIDAD,UNIDAD,,,BE01537,QUIMFA PERU
852260000012,13,XERAGEL,,,,x 10 cc,,,DM8634E,Biomedical Sciences (Ver FARMINDUSTRIA)
8710428003812,13,LECHE ISOMIL IMMUN EYE Q,,POLVO,POLVO,TARRO,1,,I1001210E,ABBOTT
8710428015372,13,ALTERNA PEPTIDO,1.5 KCAL/mL,SUSPENSION ORAL,SUSPENSION,FRASCO x 1 L,1,3/5/2024,DE2729,ABBOTT
8710428020468,13,PEDIASURE VAINILLA,400G,POLVO,POLVO,TARRO,1,,I6004109E,ABBOTT
8710428022158,13,GLUCERNA SR 900 GR,900G,POLVO,POLVO,POTE 900 GR,1,,DE1263,ABBOTT
8710428022301,13,GLUCERNA,,POLVO ORAL,POLVO,LATA X 400 GR,1,,NR39264,ABBOTT
8710428022394,13,GLUCERNA TRIPLE CARE VAINILLA,900G,POLVO,POLVO,LATA X 900G,1,3/28/2017,DE1525,ABBOT
8710428052988,13,OSMOLITE-HN LIQ 1000ML,,EMULSION,EMULSION,FRASCO,1,,DE0690,ABBOTT
8711141840487,13,TRYPTANOL,25mg,Tableta,Tableta,Caja Tab.,30,6/13/2013,E15606,MERCK SHARP DOHME
8711141841149,13,MODURETIC,5/50MG,TABLETA,TABLETA,CAJA,30,,E21064,MERCK SHARP & DOHME
8711141841330,13,SINEMET,25mg/250mg,CAJA,CAJA,CJA * 100,1,12/14/2016,E0113720000,MERCK SHARP & DOHME
8711141912221,13,EXINEF,90MG,COMPRIMIDOS,COMP,CAJA X 14,1,2/1/2019,E-23162,
8711141912238,13,EXINEF COM  60MG,60mg,COMPRIMIDO,COM,CAJA,14,,E23161,MERCK SHARP & DOHME
8711141912245,13,EXINEF,120 MG,COMPRIMIDOS x120MG,COMPRIMIDOS,CAJA,1,,E-23160,Lab. Merck Sharp & Dohme Perú S.R.L.
8711141912412,13,ZOSTAVAX 19400 PLV INY (MSD),19400 UFP,AMPOLLA,AMP,CJA X 1,1,1/14/2018,BE00890,MERCK SHARP & DOHME PERU S.R.L.
8711141912504,13,ATRIPLA (TENOFOVIR+EMTRICITABINA+EFAVIRENZ),,TAB RECUBIERTA,TAB RECUBIERTA,CAJA X 30 UNIDADES,30,,E23231,MERCK SHARP & DOHME
8711141912733,13,PROQUAD,,POLVO PARA SUSPENSION INYECTABLE,INYECTABLE,VIAL,1,11/10/2019,BE00960,MERCK SHARP & DOHME
8711141912757,13,VAQTA,25 mcg/0.5 mL,SUSPENSION INYECTABLE,INYECTABLE,JERINGA PRELLENADA x 0.5 mL,1,5/8/2022,BE00863,MERCK SHARP & DOHME
8711141912825,13,VARIVAX,,SOLUCION INYECTABLE,SOLUCION INYECTABLE,UNIDAD,,,BE00985,MERCK SHARP & DOHME
8715131009007,13,"NEULASTIM 6MG/0,6ML","6MG/0,6ML",SOLUCION INYECTABLE,SOLUCION INYECTABLE,CAJA X 1 UNIDAD,,,BE01035,TECNOFARMA
8715131009397,13,VECTIBIX,20MG/ML,VIAL,VIA,CAJA,1,,BE00959,TECNOFARMA
8715131009403,13,NPLATE 250 UG (ROMIPLOSTIM),,UNIDAD,UNIDAD,UNIDAD,,,BE00964,TECNOFARMA
8715131013714,13,PROLIA,60mg,AMPOLLA,AMPOLLA,Caja Jer. Prell. x 1,1,2/28/2020,BE-00793,TECNOFARMA
8715239090303,13,OMNIC,0.4mg,Cápsula,Capsula,Caja Cap.,20,3/2/2014,E11633,ALBIS
8806044019457,13,ZOYLEX,250MG,VIAL,VIAL,CAJA,10,,E19460,KOREA UNIT
8806044019549,13,DACTINOMICINA 0.5MG,0.5MG,INYECTABLE,INYECTABLE,CAJA,10,,E-G6385,KOREA UNITED PHARM.
8806107604781,13,AMARYL M,1mg+250mg,Comprimido Recubierto,Tableta,Caja Comp.,30,12/26/2011,E19045,SANOFI
8806107604798,13,AMARYL M,2mg+500mg,Comprimido Recubierto,Tableta,Caja Comp.,30,12/12/2011,E18991,SANOFI
8806718008954,13,MEGEX-I SUS 200MG/5ML 240ML,200mg,FRASCO,FCO,FRASCO,1,,EE03202,DAEWON PHARMACEUTICAL CO LTD
8806718031938,13,3-GEL,582 mg + 196 mg + 20 mg,Suspensión Oral,SUSPENSION,Caja Sobre x 10 mL,1,3/5/2019,EE04012,DROPESAC
